Player Name;Profile URL;Position;Born;College;High School;Draft;Height;Weight;TransactionsRaw;Age;Birth City;Birth State;Birth Country;Transactions;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaylen Adams;https://www.basketball-reference.com/players/a/adamsja01.html;Point Guard ▪ Shoots: Right;May 4 , 1996 (Age: 29-161d) in Baltimore, Maryland us;St. Bonaventure;Mount St. Joseph in Baltimore, Maryland;;6-0;102.1 kg;July 1, 2018 : Signed a two-way contract with the Atlanta Hawks . February 20, 2019 : Converted from a two-way contract to a regular contract by the Atlanta Hawks . July 13, 2019 : Waived by the Atlanta Hawks . August 20, 2019 : Signed as a free agent with the Milwaukee Bucks . October 14, 2019 : Waived by the Milwaukee Bucks . July 1, 2020 : Signed a substitution contract with the Portland Trail Blazers . (substituting for Trevor Ariza) November 24, 2020 : Signed a two-way contract with the Milwaukee Bucks .;29;Baltimore;Maryland;us;July 1, 2018 : Signed a two-way contract with the Atlanta Hawks. February 20, 2019 : Converted from a two-way contract to a regular contract by the Atlanta Hawks. July 13, 2019 : Waived by the Atlanta Hawks. August 20, 2019 : Signed as a free agent with the Milwaukee Bucks. October 14, 2019 : Waived by the Milwaukee Bucks. July 1, 2020 : Signed a substitution contract with the Portland Trail Blazers. (substituting for Trevor Ariza) November 24, 2020 : Signed a two-way contract with the Milwaukee Bucks.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan Adams;https://www.basketball-reference.com/players/a/adamsjo01.html;Shooting Guard ▪ Shoots: Right;July 8 , 1994 (Age: 31-096d) in Atlanta, Georgia us;UCLA;;Memphis Grizzlies , 1st round (22nd pick, 22nd overall), 2014 NBA Draft;06.Mai;94.8 kg;Show G-League Assignments June 26, 2014 : Drafted by the Memphis Grizzlies in the 1st round (22nd pick) of the 2014 NBA Draft. July 6, 2014 : Signed a multi-year contract with the Memphis Grizzlies . November 8, 2014 : Assigned to the Iowa Energy of the G-League. November 10, 2014 : Recalled from the Iowa Energy of the G-League. November 25, 2014 : Assigned to the Iowa Energy of the G-League. December 8, 2014 : Recalled from the Iowa Energy of the G-League. December 12, 2014 : Assigned to the Iowa Energy of the G-League. January 20, 2015 : Assigned to the Iowa Energy of the G-League. January 26, 2015 : Recalled from the Iowa Energy of the G-League. February 7, 2015 : Assigned to the Iowa Energy of the G-League. February 8, 2015 : Recalled from the Iowa Energy of the G-League. October 22, 2016 : Waived by the Memphis Grizzlies .;31;Atlanta;Georgia;us;Show G-League Assignments June 26, 2014 : Drafted by the Memphis Grizzlies in the 1st round (22nd pick) of the 2014 NBA Draft. July 6, 2014 : Signed a multi-year contract with the Memphis Grizzlies. November 8, 2014 : Assigned to the Iowa Energy of the G-League. November 10, 2014 : Recalled from the Iowa Energy of the G-League. November 25, 2014 : Assigned to the Iowa Energy of the G-League. December 8, 2014 : Recalled from the Iowa Energy of the G-League. December 12, 2014 : Assigned to the Iowa Energy of the G-League. January 20, 2015 : Assigned to the Iowa Energy of the G-League. January 26, 2015 : Recalled from the Iowa Energy of the G-League. February 7, 2015 : Assigned to the Iowa Energy of the G-League. February 8, 2015 : Recalled from the Iowa Energy of the G-League. October 22, 2016 : Waived by the Memphis Grizzlies.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michael Adams;https://www.basketball-reference.com/players/a/adamsmi01.html;Point Guard ▪ Shoots: Right;January 19 , 1963 (Age: 62-266d) in Hartford, Connecticut us;Boston College;Hartford Public in Hartford, Connecticut;Sacramento Kings , 3rd round (19th pick, 66th overall), 1985 NBA Draft;05.Okt;73.5 kg;September 27, 1983 : Traded by the Denver Nuggets (as a future 1985 3rd round draft pick) to the Kansas City Kings for Kenny Dennard . June 18, 1985 : Drafted by the Kansas City Kings in the 3rd round (66th pick) of the 1985 NBA Draft. December 17, 1985 : Waived by the Sacramento Kings . May 13, 1986 : Signed as a free agent with the Washington Bullets . September 25, 1986 : Waived by the Washington Bullets . November 21, 1986 : Signed as a free agent with the Washington Bullets . November 2, 1987 : Traded by the Washington Bullets with Jay Vincent to the Denver Nuggets for Mark Alarie and Darrell Walker . June 11, 1991 : Traded by the Denver Nuggets with a 1991 1st round draft pick ( LaBradford Smith was later selected) and a 1993 2nd round draft pick ( John Best was later selected) to the Washington Bullets for a 1991 1st round draft pick ( Mark Macon was later selected). August 2, 1994 : Traded by the Washington Bullets to the Charlotte Hornets for a 1996 2nd round draft pick ( Ronnie Henderson was later selected) and a 1997 2nd round draft pick ( Predrag Drobnjak was later selected). July 11, 1996 : Released by the Charlotte Hornets .;62;Hartford;Connecticut;us;September 27, 1983 : Traded by the Denver Nuggets (as a future 1985 3rd round draft pick) to the Kansas City Kings for Kenny Dennard. June 18, 1985 : Drafted by the Kansas City Kings in the 3rd round (66th pick) of the 1985 NBA Draft. December 17, 1985 : Waived by the Sacramento Kings. May 13, 1986 : Signed as a free agent with the Washington Bullets. September 25, 1986 : Waived by the Washington Bullets. November 21, 1986 : Signed as a free agent with the Washington Bullets. November 2, 1987 : Traded by the Washington Bullets with Jay Vincent to the Denver Nuggets for Mark Alarie and Darrell Walker. June 11, 1991 : Traded by the Denver Nuggets with a 1991 1st round draft pick ( LaBradford Smith was later selected) and a 1993 2nd round draft pick ( John Best was later selected) to the Washington Bullets for a 1991 1st round draft pick ( Mark Macon was later selected). August 2, 1994 : Traded by the Washington Bullets to the Charlotte Hornets for a 1996 2nd round draft pick ( Ronnie Henderson was later selected) and a 1997 2nd round draft pick ( Predrag Drobnjak was later selected). July 11, 1996 : Released by the Charlotte Hornets.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven Adams;https://www.basketball-reference.com/players/a/adamsst01.html;Center ▪ Shoots: Right;July 20 , 1993 (Age: 32-084d) in Rotorua, New Zealand nz;Pitt;Notre Dame Prep in Fitchburg, Massachusetts;Oklahoma City Thunder , 1st round (12th pick, 12th overall), 2013 NBA Draft;06.Nov;120.2 kg;July 11, 2012 : Traded by the Toronto Raptors (as a future 2013 1st round draft pick) with Gary Forbes to the Houston Rockets for Kyle Lowry . October 27, 2012 : Traded by the Houston Rockets (as a future 2013 1st round draft pick) with Jeremy Lamb , Kevin Martin , a 2013 2nd round draft pick ( Álex Abrines was later selected) and a 2014 1st round draft pick ( Mitch McGary was later selected) to the Oklahoma City Thunder for Cole Aldrich , Daequan Cook , James Harden and Lazar Hayward . June 27, 2013 : Drafted by the Oklahoma City Thunder in the 1st round (12th pick) of the 2013 NBA Draft. July 12, 2013 : Signed a contract with the Oklahoma City Thunder . October 31, 2016 : Signed a multi-year contract with the Oklahoma City Thunder . November 23, 2020 : As part of a 4-team trade, traded by the Oklahoma City Thunder to the New Orleans Pelicans ;;;;;; the Milwaukee Bucks traded George Hill to the Oklahoma City Thunder ; the New Orleans Pelicans traded Jrue Holiday and Sam Merrill to the Milwaukee Bucks ; and the New Orleans Pelicans traded Zylan Cheatham , Joshia Gray , Darius Miller , Kenrich Williams , a 2023 2nd round draft pick ( Hunter Tyson was later selected) and a 2024 2nd round draft pick ( Tyler Kolek was later selected) to the Oklahoma City Thunder. New Orleans acquires right to swap 2024 1st-rd pick with Milwaukee 2025 1st-rd pick is MIL own New Orleans acquires right to swap 2026 1st-rd pick with Milwaukee 2027 1st-rd pick is MIL own 2023 top-14 protected 1st-rd pick was DEN own 2023 2nd-rd pick was WAS own 2024 2nd-rd pick is CHO own August 7, 2021 : As part of a 3-team trade, traded by the New Orleans Pelicans with Eric Bledsoe , Jared Butler , Ziaire Williams , a 2022 2nd round draft pick ( Vince Williams Jr. was later selected) and a 2025 2nd round draft pick ( Ryan Kalkbrenner was later selected) to the Memphis Grizzlies ; the Charlotte Hornets traded Devonte' Graham to the New Orleans Pelicans ; the Memphis Grizzlies traded Tyler Harvey to the Charlotte Hornets ; the Memphis Grizzlies traded Brandon Boston Jr. , Trey Murphy III and Jonas Valančiūnas to the New Orleans Pelicans ; and the New Orleans Pelicans traded Wesley Iwundu , cash and a 2022 1st round draft pick ( Mark Williams was later selected) to the Charlotte Hornets. via sign and trade 2022 conditional 1st-rd pick did not convey, becomes 2022 2nd-rd pick and 2025 2nd-rd pick 2025 2nd-rd pick is NOP own 2022 conditional 1st-rd pick is NOP own October 1, 2022 : Signed a contract extension with the Memphis Grizzlies. February 1, 2024 : Traded by the Memphis Grizzlies to the Houston Rockets for Victor Oladipo , a 2024 2nd round draft pick ( Ulrich Chomche was later selected), a 2024 2nd round draft pick ( Jaylen Wells was later selected) and a 2025 2nd round draft pick ( Will Richard was later selected). Memphis also received a trade exception 2024 2nd-rd pick is more favorable 2024 2nd-rd pick is OKC own 2025 2nd-rd pick is more favorable of HOU, OKC;" became HOU pick June 14, 2025 : Signed a contract extension with the Houston Rockets.""";;;;;;;;;;;;;;;;;;;;
Rafael Addison;https://www.basketball-reference.com/players/a/addisra01.html;Small Forward ▪ Shoots: Right;July 22 , 1964 (Age: 61-082d) in Jersey City, New Jersey us;Syracuse;Snyder in Jersey City, New Jersey;Phoenix Suns , 2nd round (15th pick, 39th overall), 1986 NBA Draft;06.Jul;97.5 kg;September 14, 1984 : Traded by the Dallas Mavericks (as a future 1986 2nd round draft pick) to the Chicago Bulls for Wallace Bryant . October 4, 1985 : Sent to the Phoenix Suns (as a future 1986 2nd round draft pick) with a 1990 2nd round draft pick ( Miloš Babić was later selected) as compensation for the Chicago Bulls signing Kyle Macy as a veteran free agent. June 17, 1986 : Drafted by the Phoenix Suns in the 2nd round (39th pick) of the 1986 NBA Draft. October 19, 1987 : Waived by the Phoenix Suns . October 4, 1991 : Signed as a free agent with the New Jersey Nets . July 27, 1994 : Signed as a free agent with the Detroit Pistons . April 19, 1995 : Waived by the Detroit Pistons . September 27, 1995 : Signed as an unrestricted free agent with the Charlotte Hornets . July 1, 1997 : Released by the Charlotte Hornets .;61;Jersey City;New Jersey;us;September 14, 1984 : Traded by the Dallas Mavericks (as a future 1986 2nd round draft pick) to the Chicago Bulls for Wallace Bryant. October 4, 1985 : Sent to the Phoenix Suns (as a future 1986 2nd round draft pick) with a 1990 2nd round draft pick ( Miloš Babić was later selected) as compensation for the Chicago Bulls signing Kyle Macy as a veteran free agent. June 17, 1986 : Drafted by the Phoenix Suns in the 2nd round (39th pick) of the 1986 NBA Draft. October 19, 1987 : Waived by the Phoenix Suns. October 4, 1991 : Signed as a free agent with the New Jersey Nets. July 27, 1994 : Signed as a free agent with the Detroit Pistons. April 19, 1995 : Waived by the Detroit Pistons. September 27, 1995 : Signed as an unrestricted free agent with the Charlotte Hornets. July 1, 1997 : Released by the Charlotte Hornets.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bam Adebayo;https://www.basketball-reference.com/players/a/adebaba01.html;Center and Power Forward ▪ Shoots: Right;July 18 , 1997 (Age: 28-086d) in Newark, New Jersey us;Kentucky;;Miami Heat , 1st round (14th pick, 14th overall), 2017 NBA Draft;06.Sep;115.7 kg;June 22, 2017 : Drafted by the Miami Heat in the 1st round (14th pick) of the 2017 NBA Draft. July 1, 2017 : Signed a multi-year contract with the Miami Heat . November 28, 2020 : Signed a contract extension with the Miami Heat . July 6, 2024 : Signed a contract extension with the Miami Heat .;28;Newark;New Jersey;us;June 22, 2017 : Drafted by the Miami Heat in the 1st round (14th pick) of the 2017 NBA Draft. July 1, 2017 : Signed a multi-year contract with the Miami Heat. November 28, 2020 : Signed a contract extension with the Miami Heat. July 6, 2024 : Signed a contract extension with the Miami Heat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deng Adel;https://www.basketball-reference.com/players/a/adelde01.html;Small Forward ▪ Shoots: Right;February 1 , 1997 (Age: 28-253d) in Juba, South Sudan ss;Louisville;Victoria Rock Prep in Bradenton, Florida;;06.Jul;90.7 kg;September 13, 2018 : Signed a contract with the Toronto Raptors . October 13, 2018 : Waived by the Toronto Raptors . January 15, 2019 : Signed a two-way contract with the Cleveland Cavaliers . July 30, 2019 : Signed an Exhibit 10 contract with the Brooklyn Nets . October 14, 2019 : Waived by the Brooklyn Nets .;28;Juba;South Sudan;ss;September 13, 2018 : Signed a contract with the Toronto Raptors. October 13, 2018 : Waived by the Toronto Raptors. January 15, 2019 : Signed a two-way contract with the Cleveland Cavaliers. July 30, 2019 : Signed an Exhibit 10 contract with the Brooklyn Nets. October 14, 2019 : Waived by the Brooklyn Nets.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rick Adelman;https://www.basketball-reference.com/players/a/adelmri01.html;Point Guard ▪ Shoots: Right;June 16 , 1946 (Age: 79-118d) in Lynwood, California us;Loyola Marymount;Saint Pius X in Downey, California;San Diego Rockets , 7th round (1st pick, 79th overall), 1968 NBA Draft;06.J�n;79.4 kg;June 4, 1968 : Drafted by the San Diego Rockets in the 7th round (79th pick) of the 1968 NBA Draft. May 11, 1970 : Drafted by the Portland Trail Blazers from the San Diego Rockets in the NBA expansion draft. October 14, 1973 : Traded by the Portland Trail Blazers to the Chicago Bulls for a 1974 2nd round draft pick ( Phil Lumpkin was later selected). November 11, 1974 : Traded by the Chicago Bulls to the New Orleans Jazz for John Block . February 1, 1975 : Traded by the New Orleans Jazz with Ollie Johnson to the Kansas City-Omaha Kings for Nate Williams .;79;Lynwood;California;us;June 4, 1968 : Drafted by the San Diego Rockets in the 7th round (79th pick) of the 1968 NBA Draft. May 11, 1970 : Drafted by the Portland Trail Blazers from the San Diego Rockets in the NBA expansion draft. October 14, 1973 : Traded by the Portland Trail Blazers to the Chicago Bulls for a 1974 2nd round draft pick ( Phil Lumpkin was later selected). November 11, 1974 : Traded by the Chicago Bulls to the New Orleans Jazz for John Block. February 1, 1975 : Traded by the New Orleans Jazz with Ollie Johnson to the Kansas City-Omaha Kings for Nate Williams.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jeff Adrien;https://www.basketball-reference.com/players/a/adrieje01.html;Power Forward ▪ Shoots: Right;February 10 , 1986 (Age: 39-244d) in Brookline, Massachusetts us;UConn;;;06.Jul;111.1 kg;December 9, 2010 : Waived by the Golden State Warriors . February 25, 2011 : Signed a 10-day contract with the Golden State Warriors . June 30, 2011 : Waived by the Golden State Warriors . December 20, 2011 : Signed as a free agent with the Houston Rockets . February 7, 2012 : Waived by the Houston Rockets . September 25, 2012 : Signed as a free agent with the Charlotte Bobcats . October 6, 2012 : Waived by the Charlotte Bobcats . December 9, 2012 : Signed as a free agent with the Charlotte Bobcats . February 20, 2014 : Traded by the Charlotte Bobcats with Ramon Sessions to the Milwaukee Bucks for Gary Neal and Luke Ridnour . July 19, 2014 : Signed a contract with the Houston Rockets . October 27, 2014 : Waived by the Houston Rockets . November 29, 2014 : Signed a contract with the Minnesota Timberwolves . January 7, 2015 : Waived by the Minnesota Timberwolves . September 8, 2015 : Signed a contract with the New Orleans Pelicans . October 24, 2015 : Waived by the New Orleans Pelicans .;39;Brookline;Massachusetts;us;December 9, 2010 : Waived by the Golden State Warriors. February 25, 2011 : Signed a 10-day contract with the Golden State Warriors. June 30, 2011 : Waived by the Golden State Warriors. December 20, 2011 : Signed as a free agent with the Houston Rockets. February 7, 2012 : Waived by the Houston Rockets. September 25, 2012 : Signed as a free agent with the Charlotte Bobcats. October 6, 2012 : Waived by the Charlotte Bobcats. December 9, 2012 : Signed as a free agent with the Charlotte Bobcats. February 20, 2014 : Traded by the Charlotte Bobcats with Ramon Sessions to the Milwaukee Bucks for Gary Neal and Luke Ridnour. July 19, 2014 : Signed a contract with the Houston Rockets. October 27, 2014 : Waived by the Houston Rockets. November 29, 2014 : Signed a contract with the Minnesota Timberwolves. January 7, 2015 : Waived by the Minnesota Timberwolves. September 8, 2015 : Signed a contract with the New Orleans Pelicans. October 24, 2015 : Waived by the New Orleans Pelicans.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arron Afflalo;https://www.basketball-reference.com/players/a/afflaar01.html;Shooting Guard and Small Forward ▪ Shoots: Right;October 15 , 1985 (Age: 39-362d) in Los Angeles, California us;UCLA;Centennial in Compton, California;Detroit Pistons , 1st round (27th pick, 27th overall), 2007 NBA Draft;06.Mai;95.3 kg;June 28, 2007 : Drafted by the Detroit Pistons in the 1st round (27th pick) of the 2007 NBA Draft. July 13, 2009 : Traded by the Detroit Pistons with Walter Sharpe and cash to the Denver Nuggets for a 2011 2nd round draft pick ( Vernon Macklin was later selected). August 10, 2012 : As part of a 4-team trade, traded by the Denver Nuggets with Al Harrington , a 2013 2nd round draft pick ( Romero Osby was later selected) and a 2014 1st round draft pick ( Dario Šarić was later selected) to the Orlando Magic ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ochai Agbaji;https://www.basketball-reference.com/players/a/agbajoc01.html;Shooting Guard ▪ Shoots: Right;April 20 , 2000 (Age: 25-175d) in Milwaukee, Wisconsin us;Kansas;Oak Park HS in Kansas City, Missouri;Cleveland Cavaliers , 1st round (14th pick, 14th overall), 2022 NBA Draft;06.Mai;97.5 kg;June 23, 2022 : Drafted by the Cleveland Cavaliers in the 1st round (14th pick) of the 2022 NBA Draft. July 2, 2022 : Signed a multi-year contract with the Cleveland Cavaliers . September 3, 2022 : Traded by the Cleveland Cavaliers with Lauri Markkanen , Collin Sexton , a 2025 1st round draft pick ( Liam McNeeley was later selected), a 2026 1st round draft pick, a 2027 1st round draft pick, a 2028 1st round draft pick and a 2029 1st round draft pick to the Utah Jazz for Donovan Mitchell . Cleveland also received a trade exception 2025 1st-rd pick is CLE own 2026 1st-rd pick is a right to swap 2027 1st-rd pick is CLE own 2028 1st-rd pick is a right to swap 2029 1st-rd pick is CLE own February 8, 2024 : Traded by the Utah Jazz with Kelly Olynyk to the Toronto Raptors for Kira Lewis Jr. , Otto Porter Jr. and a 2024 1st round draft pick ( Isaiah Collier was later selected). Toronto also received a trade exception Utah also received a trade exception 2024 1st-rd pick is least favorable;25;Milwaukee;Wisconsin;us;June 23, 2022 : Drafted by the Cleveland Cavaliers in the 1st round (14th pick) of the 2022 NBA Draft. July 2, 2022 : Signed a multi-year contract with the Cleveland Cavaliers. September 3, 2022 : Traded by the Cleveland Cavaliers with Lauri Markkanen , Collin Sexton , a 2025 1st round draft pick ( Liam McNeeley was later selected), a 2026 1st round draft pick, a 2027 1st round draft pick, a 2028 1st round draft pick and a 2029 1st round draft pick to the Utah Jazz for Donovan Mitchell. Cleveland also received a trade exception 2025 1st-rd pick is CLE own 2026 1st-rd pick is a right to swap 2027 1st-rd pick is CLE own 2028 1st-rd pick is a right to swap 2029 1st-rd pick is CLE own February 8, 2024 : Traded by the Utah Jazz with Kelly Olynyk to the Toronto Raptors for Kira Lewis Jr. , Otto Porter Jr. and a 2024 1st round draft pick ( Isaiah Collier was later selected). Toronto also received a trade exception Utah also received a trade exception 2024 1st-rd pick is least favorable;;;;;;;;;;;;;;;;;;;;;;;;;;;;
